,Northeast,South,West,SalesID,ProductGroup_BL,ProductGroup_MG,ProductGroup_SSL,ProductGroup_TEX,ProductGroup_TTT,ProductGroup_WL,SalePrice,YearMade,MachineHoursCurrentMeter
5997,1,0,0,1165453,0,0,1,0,0,0,15500,2002,445.0
5998,0,0,0,1165455,0,0,0,0,0,1,83000,2001,9394.0
5999,0,1,0,1165457,0,0,1,0,0,0,14500,2003,689.0
6000,0,0,0,1165468,0,0,1,0,0,0,17000,2005,1343.0
6001,0,1,0,1165474,0,0,0,1,0,0,29000,2002,11836.0
6002,0,0,0,1165475,1,0,0,0,0,0,15500,1992,5130.0
6003,0,0,1,1165476,0,0,1,0,0,0,10500,2001,394.0
6004,0,1,0,1165481,0,0,0,1,0,0,17500,2004,225.0
6005,0,1,0,1165482,0,0,0,0,1,0,26000,2003,10502.0
6006,0,1,0,1165485,0,0,0,0,0,1,49000,1993,11026.0
6007,0,1,0,1165486,0,0,0,1,0,0,41000,2002,5108.0
6008,0,0,0,1165487,0,0,0,1,0,0,93000,2000,4134.0
6009,0,1,0,1165488,0,0,0,1,0,0,97000,2002,4578.0
6010,0,1,0,1165490,1,0,0,0,0,0,34000,2001,3540.0
6011,0,1,0,1165494,0,1,0,0,0,0,77500,2003,4469.0
6012,0,1,0,1165498,0,0,0,1,0,0,66000,2005,1584.0
6013,0,0,0,1165501,0,0,1,0,0,0,11000,2000,375.0
6014,0,1,0,1165507,0,0,0,0,1,0,52000,2003,3040.0
6015,0,1,0,1165510,0,0,0,0,1,0,38000,2006,1857.0
6016,0,1,0,1165516,0,0,0,0,1,0,14500,1999,244.0
6017,1,0,0,1165524,0,0,0,0,1,0,10500,1993,3925.0
6018,0,1,0,1165525,0,0,0,0,1,0,35500,1999,1166.0
6019,0,1,0,1165533,0,0,1,0,0,0,11500,2003,1136.0
6020,0,0,1,1165541,0,0,0,1,0,0,102000,2005,3478.0
6021,0,1,0,1165544,0,0,0,0,1,0,57000,1998,9610.0
6022,0,0,1,1165546,0,0,0,1,0,0,35000,1996,6969.0
6023,0,1,0,1165551,0,0,0,0,1,0,35000,1994,2825.0
6024,0,1,0,1165554,0,0,0,0,1,0,20000,1999,1243.0
6025,0,1,0,1165557,0,0,0,0,0,1,24000,1996,26726.0
6026,0,1,0,1165561,0,0,0,0,1,0,37000,1998,6243.0
6027,0,1,0,1165566,0,0,0,1,0,0,33500,1999,651.0
6028,1,0,0,1165567,0,0,1,0,0,0,12000,2005,1031.0
6029,0,1,0,1165568,0,1,0,0,0,0,69000,1998,17186.0
6030,0,1,0,1165572,0,0,0,1,0,0,107000,2004,5906.0
6031,0,1,0,1165577,1,0,0,0,0,0,18500,1999,5177.0
6032,0,0,0,1165582,0,0,1,0,0,0,16000,2006,686.0
6033,0,1,0,1165590,0,0,0,0,1,0,23000,2002,976.0
6034,0,0,0,1165595,1,0,0,0,0,0,26500,2004,5726.0
6035,1,0,0,1165603,0,0,0,0,0,1,38000,1999,15849.0
6036,0,0,0,1165605,1,0,0,0,0,0,35000,2000,1143.0
6037,0,1,0,1165606,0,0,1,0,0,0,17000,2002,823.0
6038,0,0,1,1165610,0,0,0,1,0,0,30000,2007,187.0
6039,0,0,1,1165613,0,0,1,0,0,0,7000,1997,1262.0
6040,0,0,1,1165616,0,0,0,1,0,0,15000,1994,8015.0
6041,0,1,0,1165622,0,0,0,0,1,0,26000,1979,9814.0
6042,0,0,1,1165633,1,0,0,0,0,0,33500,1999,5294.0
6043,0,1,0,1165640,0,0,1,0,0,0,9500,2004,2201.0
6044,0,1,0,1165651,0,0,0,0,0,1,25000,2001,2983.0
6045,0,0,1,1165654,0,0,0,0,0,1,91000,2004,7305.0
6046,0,1,0,1165659,0,0,0,0,0,1,44000,2006,2009.0
6047,0,1,0,1165664,0,0,0,1,0,0,79000,2004,1710.0
6048,0,1,0,1165667,0,0,0,0,1,0,83000,2001,1138.0
6049,0,1,0,1165668,0,0,0,1,0,0,85000,2004,8930.0
6050,0,1,0,1165671,0,0,0,1,0,0,79000,2004,3679.0
6051,0,0,0,1165673,0,0,0,1,0,0,45000,2002,5172.0
6052,1,0,0,1165674,0,0,0,0,1,0,26500,1996,6977.0
6053,1,0,0,1165677,1,0,0,0,0,0,35000,2000,1021.0
6054,0,0,1,1165681,0,0,0,1,0,0,14500,2007,74.0
6055,0,0,1,1165688,0,0,0,1,0,0,96000,2006,3487.0
6056,0,1,0,1165691,1,0,0,0,0,0,20500,2000,4068.0
6057,0,0,1,1165694,1,0,0,0,0,0,27500,2005,1396.0
6058,0,1,0,1165703,1,0,0,0,0,0,18500,2001,434.0
6059,0,1,0,1165710,0,0,0,0,1,0,92000,2007,1400.0
6060,0,0,1,1165711,0,0,1,0,0,0,14500,2003,204.0
6061,0,1,0,1165720,0,0,1,0,0,0,12500,2000,1432.0
6062,0,1,0,1165721,0,0,1,0,0,0,12500,2003,510.0
6063,0,1,0,1165722,0,0,0,1,0,0,32000,2004,187.0
6064,0,1,0,1165725,1,0,0,0,0,0,38000,2005,179.0
6065,0,1,0,1165727,0,0,0,0,1,0,20500,1992,1660.0
6066,0,0,1,1165732,1,0,0,0,0,0,26000,2004,2075.0
6067,0,1,0,1165734,0,0,0,1,0,0,16500,2005,687.0
6068,0,1,0,1165735,0,0,1,0,0,0,18000,2005,615.0
6069,0,1,0,1165736,0,0,0,1,0,0,62000,2004,4804.0
6070,0,1,0,1165737,0,0,0,1,0,0,30500,1998,6632.0
6071,0,0,1,1165745,1,0,0,0,0,0,14500,1990,4721.0
6072,0,0,1,1165748,0,0,0,1,0,0,22000,2007,1158.0
6073,1,0,0,1165752,1,0,0,0,0,0,23500,2005,580.0
6074,0,0,0,1165753,0,0,0,0,1,0,55000,1999,6822.0
6075,0,1,0,1165758,0,0,0,1,0,0,85000,2002,3550.0
6076,0,1,0,1165769,0,0,0,0,1,0,80000,2002,6370.0
6077,0,1,0,1165771,0,0,0,0,0,1,40000,2001,8400.0
6078,1,0,0,1165775,0,0,1,0,0,0,16500,2001,987.0
6079,0,0,1,1165778,0,0,1,0,0,0,11000,2007,525.0
6080,0,1,0,1165782,0,0,0,0,0,1,46000,2000,2445.0
6081,0,1,0,1165786,1,0,0,0,0,0,32500,2005,519.0
6082,0,1,0,1165790,0,0,0,0,0,1,62000,2003,5710.0
6083,0,0,1,1165792,0,1,0,0,0,0,30500,1979,9352.0
6084,0,1,0,1165794,0,0,0,1,0,0,13000,1996,8341.0
6085,0,1,0,1165801,0,0,0,1,0,0,15500,2000,608.0
6086,0,0,1,1165803,0,0,0,1,0,0,32000,1995,15772.0
6087,0,0,0,1165808,0,0,0,0,1,0,62000,2000,2562.0
6088,0,1,0,1165809,0,0,1,0,0,0,9000,2000,1300.0
6089,0,0,0,1165810,0,0,0,1,0,0,33000,2005,332.0
6090,0,1,0,1165819,0,0,0,0,1,0,62000,2000,1573.0
6091,0,1,0,1165820,0,0,0,0,1,0,25500,1997,3641.0
6092,0,1,0,1165826,1,0,0,0,0,0,21000,2004,22336.0
6093,0,1,0,1165829,1,0,0,0,0,0,21500,2004,3205.0
6094,0,1,0,1165840,1,0,0,0,0,0,25000,2004,2060.0
6095,0,1,0,1165847,0,0,1,0,0,0,11500,2004,1757.0
6096,0,1,0,1165850,1,0,0,0,0,0,30000,2002,454.0
6097,1,0,0,1165855,0,0,0,1,0,0,18000,1996,1560.0
6098,0,1,0,1165859,0,0,0,0,0,1,50000,2004,2343.0
6099,0,1,0,1165862,0,0,1,0,0,0,17000,2002,463.0
6100,0,1,0,1165864,0,0,0,0,0,1,61000,1999,7878.0
6101,0,0,1,1165870,0,0,0,1,0,0,44000,2003,5105.0
6102,0,1,0,1165871,0,0,0,0,0,1,39000,1998,3517.0
6103,0,1,0,1165872,1,0,0,0,0,0,20000,2000,619.0
6104,0,0,1,1165873,0,0,0,1,0,0,15500,1999,1744.0
6105,0,0,1,1165874,1,0,0,0,0,0,29000,1998,8006.0
6106,0,1,0,1165876,0,0,0,1,0,0,53000,1998,5883.0
6107,0,0,1,1165877,1,0,0,0,0,0,17000,1994,125.0
6108,0,1,0,1165879,0,0,0,1,0,0,16500,2004,484.0
6109,0,0,0,1165881,0,0,1,0,0,0,12500,1999,1804.0
6110,1,0,0,1165884,0,0,0,1,0,0,27000,2000,11403.0
6111,0,1,0,1165890,0,0,0,1,0,0,76000,2001,5107.0
6112,0,1,0,1165891,0,0,0,1,0,0,63000,2003,5938.0
6113,0,1,0,1165899,0,0,0,1,0,0,12000,2002,2368.0
6114,0,1,0,1165907,0,0,0,1,0,0,45000,1999,4265.0
6115,0,1,0,1165909,0,0,0,0,1,0,25500,1988,5736.0
6116,0,1,0,1165910,1,0,0,0,0,0,28000,2002,32.0
6117,0,1,0,1165917,0,0,0,0,0,1,45000,1997,9854.0
6118,0,0,0,1165921,0,0,0,0,1,0,16500,1998,3063.0
6119,0,1,0,1165926,0,0,1,0,0,0,13000,2003,651.0
6120,0,0,0,1165929,0,0,0,1,0,0,91000,2005,5195.0
6121,0,0,1,1165930,1,0,0,0,0,0,25000,1999,4571.0
6122,0,0,1,1165933,0,0,0,1,0,0,52000,1996,9752.0
6123,0,0,0,1165936,0,0,0,0,1,0,34000,2004,1426.0
6124,0,1,0,1165939,0,0,0,0,1,0,17500,1997,7349.0
6125,0,1,0,1165945,0,0,0,0,0,1,51000,2001,9641.0
6126,0,0,0,1165949,0,0,0,0,0,1,39000,2004,4519.0
6127,0,1,0,1165950,0,0,0,1,0,0,29500,2006,835.0
6128,0,1,0,1165953,0,0,0,0,0,1,50000,2004,2018.0
6129,0,1,0,1165955,0,0,0,1,0,0,29500,1996,10995.0
6130,0,1,0,1165956,1,0,0,0,0,0,30000,1999,1660.0
6131,1,0,0,1165958,1,0,0,0,0,0,35000,1999,2641.0
6132,0,0,1,1165963,0,0,0,1,0,0,32000,2005,1319.0
6133,0,1,0,1165965,0,0,1,0,0,0,10500,2003,382.0
6134,0,0,1,1165967,0,0,0,1,0,0,44000,2006,2709.0
6135,1,0,0,1165976,0,0,0,0,0,1,29000,1996,30163.0
6136,0,1,0,1165977,0,0,0,0,1,0,30500,2001,2235.0
6137,0,1,0,1165979,0,0,0,0,1,0,27500,2005,2066.0
6138,0,0,0,1165982,0,0,0,1,0,0,13000,2004,1718.0
6139,0,0,1,1165983,0,0,0,1,0,0,33000,2007,1552.0
6140,0,0,0,1165984,1,0,0,0,0,0,25000,1997,4819.0
6141,0,1,0,1165988,0,0,1,0,0,0,10000,2004,1892.0
6142,0,1,0,1165993,1,0,0,0,0,0,18500,1998,1649.0
6143,0,1,0,1165997,0,0,0,1,0,0,35000,1994,11401.0
6144,0,0,1,1166004,0,0,0,1,0,0,51000,2006,2377.0
6145,0,1,0,1166021,0,0,0,0,1,0,14500,1972,396.0
6146,0,1,0,1166030,0,0,0,1,0,0,12000,2005,1824.0
6147,0,1,0,1166034,0,0,0,1,0,0,22000,2001,1500.0
6148,0,0,1,1166041,0,0,1,0,0,0,11000,2001,776.0
6149,0,0,1,1166042,0,0,1,0,0,0,12000,2003,1056.0
6150,0,1,0,1166044,0,0,1,0,0,0,10000,2004,785.0
6151,0,1,0,1166051,1,0,0,0,0,0,18500,1996,4678.0
6152,0,0,1,1166054,0,0,1,0,0,0,19000,2001,553.0
6153,0,0,1,1166057,0,0,0,0,0,1,95000,1996,25072.0
6154,0,1,0,1166061,0,0,0,1,0,0,51000,2004,3360.0
6155,0,0,0,1166063,0,0,0,0,0,1,24500,1995,1008.0
6156,0,0,0,1166065,0,0,0,1,0,0,52000,1998,13592.0
6157,0,1,0,1166068,0,0,0,1,0,0,15500,2003,1638.0
6158,0,1,0,1166071,0,0,0,0,0,1,50000,2001,14751.0
6159,0,0,0,1166080,0,0,0,0,1,0,50000,1997,10335.0
6160,0,1,0,1166082,0,0,0,1,0,0,42000,2003,7511.0
6161,0,1,0,1166085,0,0,1,0,0,0,15000,2004,938.0
6162,0,1,0,1166086,0,0,1,0,0,0,8500,2004,107.0
6163,0,0,0,1166087,0,0,0,1,0,0,18500,1998,2669.0
6164,0,1,0,1166089,0,0,0,0,1,0,12500,2000,3727.0
6165,0,1,0,1166093,0,0,0,0,0,1,38000,2006,3092.0
6166,0,1,0,1166094,0,0,1,0,0,0,11000,2001,918.0
6167,0,0,0,1166095,0,0,0,0,0,1,51500,2004,6826.0
6168,0,1,0,1166101,0,0,0,0,0,1,52000,1988,6994.0
6169,0,1,0,1166107,0,0,1,0,0,0,9250,2004,3036.0
6170,0,0,1,1166108,0,0,1,0,0,0,17500,2001,851.0
6171,0,0,1,1166113,0,0,0,1,0,0,19500,2008,269.0
6172,0,1,0,1166115,1,0,0,0,0,0,17500,1996,2979.0
6173,0,1,0,1166122,0,0,0,0,0,1,82000,2000,8272.0
6174,0,0,0,1166123,0,0,0,0,1,0,19000,1997,1855.0
6175,0,0,1,1166142,0,0,0,1,0,0,28000,2003,1783.0
6176,1,0,0,1166144,0,0,0,0,0,1,59000,1998,8160.0
6177,0,0,1,1166145,1,0,0,0,0,0,27000,2000,3328.0
6178,1,0,0,1166147,0,0,0,1,0,0,19000,1997,4611.0
6179,0,0,0,1166150,0,1,0,0,0,0,31000,1994,14570.0
6180,0,1,0,1166154,1,0,0,0,0,0,35000,2002,1767.0
6181,0,1,0,1166163,0,0,0,1,0,0,56000,2006,1508.0
6182,0,0,0,1166180,0,0,1,0,0,0,8750,1997,1723.0
6183,0,1,0,1166181,0,0,0,0,1,0,79000,2004,1410.0
6184,0,0,0,1166182,0,0,1,0,0,0,11000,2005,1196.0
6185,0,1,0,1166188,0,0,0,0,1,0,23500,2000,6633.0
6186,0,0,0,1166192,0,0,0,1,0,0,18000,2005,1376.0
6187,0,0,1,1166193,0,0,1,0,0,0,11000,2002,2458.0
6188,0,1,0,1166195,0,1,0,0,0,0,110000,2000,4346.0
6189,0,1,0,1166196,0,0,0,0,1,0,66000,2002,1955.0
6190,0,1,0,1166199,0,0,0,0,1,0,26000,2004,2831.0
6191,1,0,0,1166200,1,0,0,0,0,0,29000,2005,899.0
6192,0,1,0,1166202,0,0,0,1,0,0,28000,1996,9545.0
6193,0,1,0,1166210,0,0,1,0,0,0,10250,2004,929.0
6194,0,0,0,1166225,0,0,0,0,0,1,17500,1996,6965.0
6195,0,1,0,1166227,0,0,1,0,0,0,15000,2001,598.0
6196,0,1,0,1166240,1,0,0,0,0,0,14500,1998,5792.0
6197,0,1,0,1166242,0,0,0,0,1,0,78000,2000,9300.0
6198,0,0,1,1166253,0,0,0,0,0,1,58000,2000,9725.0
6199,0,0,1,1166256,0,0,0,1,0,0,47000,1996,11402.0
6200,0,0,1,1166259,1,0,0,0,0,0,37000,2002,1992.0
6201,0,1,0,1166260,0,0,1,0,0,0,8500,2004,72.0
6202,0,1,0,1166262,0,0,0,0,1,0,30000,2001,4346.0
6203,0,1,0,1166266,0,0,1,0,0,0,14000,2002,348.0
6204,0,0,0,1166269,0,1,0,0,0,0,138000,2003,6798.0
6205,0,1,0,1166274,1,0,0,0,0,0,27000,2000,2129.0
6206,0,1,0,1166298,0,0,0,0,1,0,50000,2004,4679.0
6207,0,1,0,1166302,0,0,1,0,0,0,8000,1998,1793.0
6208,0,1,0,1166305,0,0,0,0,0,1,100000,2008,1798.0
6209,0,0,1,1166310,1,0,0,0,0,0,16500,1996,5159.0
6210,0,1,0,1166317,0,0,1,0,0,0,9500,2005,813.0
6211,0,1,0,1166319,0,0,0,1,0,0,103000,2001,7494.0
6212,0,1,0,1166321,0,0,0,0,0,1,39000,1998,2617.0
6213,0,1,0,1166331,0,1,0,0,0,0,65000,1992,14011.0
6214,0,0,1,1166337,0,0,0,1,0,0,94000,2007,1682.0
6215,0,1,0,1166339,0,0,0,1,0,0,51000,2004,2429.0
6216,1,0,0,1166340,0,0,1,0,0,0,14500,2002,169.0
6217,0,0,0,1166341,0,0,0,0,1,0,41000,2002,3641.0
6218,0,1,0,1166343,0,0,0,0,0,1,49000,2003,7604.0
6219,0,1,0,1166346,0,0,0,1,0,0,41000,2003,5253.0
6220,0,0,1,1166348,1,0,0,0,0,0,31500,2007,230.0
6221,0,1,0,1166363,0,0,0,0,1,0,26000,2004,1244.0
6222,0,0,1,1166377,0,0,0,1,0,0,64000,2004,1466.0
6223,0,1,0,1166380,0,0,0,0,1,0,26000,1997,3369.0
6224,0,0,0,1166388,0,0,0,0,0,1,103000,2004,1310.0
6225,0,0,1,1166396,0,0,0,1,0,0,20500,2002,796.0
6226,0,1,0,1166399,0,0,0,0,1,0,60000,2004,639.0
6227,1,0,0,1166402,0,0,0,1,0,0,28500,2005,576.0
6228,0,1,0,1166407,0,0,0,1,0,0,49000,1996,9685.0
6229,0,1,0,1166416,0,0,0,1,0,0,37000,2008,1263.0
6230,0,1,0,1166423,1,0,0,0,0,0,26000,2001,2677.0
6231,0,1,0,1166424,0,0,0,1,0,0,40000,2005,6571.0
6232,0,1,0,1166432,0,0,0,0,1,0,125000,2008,3038.0
6233,0,1,0,1166433,0,0,0,1,0,0,63000,2000,10694.0
6234,1,0,0,1166444,0,0,0,0,1,0,19000,2000,5407.0
6235,0,0,1,1166453,0,0,0,1,0,0,18000,2003,1840.0
6236,0,1,0,1166454,0,0,0,1,0,0,76000,2006,2570.0
6237,0,1,0,1166455,0,0,0,1,0,0,100000,1998,8049.0
6238,0,0,1,1166456,0,0,0,0,1,0,75000,2004,2007.0
6239,0,0,1,1166460,0,0,0,0,0,1,13500,2004,2007.0
6240,0,1,0,1166472,0,0,0,1,0,0,12250,2002,463.0
6241,0,1,0,1166474,0,0,0,0,1,0,25500,1999,8585.0
6242,0,1,0,1166484,0,0,0,1,0,0,10000,1999,1023.0
6243,0,0,1,1166486,1,0,0,0,0,0,23000,2002,2995.0
6244,0,1,0,1166490,0,0,0,0,0,1,97000,2006,1234.0
6245,0,0,0,1166492,0,0,0,1,0,0,21000,2003,1055.0
6246,0,0,0,1166493,1,0,0,0,0,0,12750,1988,11637.0
6247,0,1,0,1166494,0,0,1,0,0,0,15000,1999,1434.0
6248,0,0,1,1166498,0,1,0,0,0,0,49000,1986,11534.0
6249,1,0,0,1166499,0,0,0,1,0,0,14000,1993,12499.0
6250,0,1,0,1166503,0,0,0,0,0,1,47000,2005,2569.0
6251,0,1,0,1166511,0,0,0,1,0,0,12000,2001,1330.0
6252,0,1,0,1166514,0,0,0,1,0,0,39000,1998,18203.0
6253,0,1,0,1166515,1,0,0,0,0,0,35000,2004,616.0
6254,0,1,0,1166518,0,0,0,1,0,0,66000,2005,3166.0
6255,0,1,0,1166523,0,0,1,0,0,0,13000,2004,924.0
6256,0,1,0,1166524,1,0,0,0,0,0,17000,1995,6269.0
6257,0,1,0,1166528,0,0,0,1,0,0,68000,2004,6266.0
6258,0,0,1,1166531,1,0,0,0,0,0,32000,2007,7.0
6259,0,0,0,1166532,0,0,1,0,0,0,12500,2000,1389.0
6260,1,0,0,1166535,1,0,0,0,0,0,29000,1997,6505.0
6261,0,1,0,1166542,0,0,0,1,0,0,19000,2003,1850.0
6262,0,1,0,1166547,0,0,0,0,1,0,75000,2000,5725.0
6263,0,0,0,1166552,0,0,1,0,0,0,14500,2003,652.0
6264,0,0,0,1166560,0,0,0,1,0,0,70000,2005,2257.0
6265,0,1,0,1166571,1,0,0,0,0,0,36000,2002,1395.0
6266,0,1,0,1166574,0,0,0,1,0,0,39000,1992,13660.0
6267,1,0,0,1166578,1,0,0,0,0,0,28500,2005,27.0
6268,0,1,0,1166585,0,0,0,0,1,0,75000,1999,8927.0
6269,0,1,0,1166586,0,0,0,0,1,0,24000,2002,8849.0
6270,0,1,0,1166588,0,0,0,0,0,1,17000,2003,1479.0
6271,0,1,0,1166589,0,0,0,0,1,0,21500,1998,5060.0
6272,0,1,0,1166590,0,0,0,0,0,1,27000,1996,17682.0
6273,0,1,0,1166595,0,0,0,0,0,1,49000,2006,8996.0
6274,0,0,0,1166602,0,0,0,1,0,0,18000,2001,910.0
6275,0,1,0,1166604,0,0,0,0,1,0,40000,1996,949.0
6276,0,1,0,1166624,0,0,0,0,0,1,67000,2004,2963.0
6277,0,1,0,1166627,1,0,0,0,0,0,30000,2001,1033.0
6278,0,0,0,1166628,0,0,1,0,0,0,10500,2000,2876.0
6279,0,0,0,1166630,0,0,1,0,0,0,12500,2000,4592.0
6280,0,1,0,1166632,0,0,0,1,0,0,61000,2001,4172.0
6281,0,0,0,1166641,0,0,1,0,0,0,12500,2005,2317.0
6282,0,0,1,1166648,0,0,0,0,0,1,15000,2005,2386.0
6283,0,0,1,1166649,0,0,0,1,0,0,29100,1997,16947.0
6284,0,1,0,1166654,0,0,1,0,0,0,9500,2004,2160.0
6285,0,1,0,1166656,0,0,1,0,0,0,15000,2004,1870.0
6286,0,0,0,1166664,0,0,1,0,0,0,7500,1999,1861.0
6287,0,0,0,1166668,0,0,1,0,0,0,13000,2001,4384.0
6288,0,1,0,1166670,0,0,0,1,0,0,69000,1999,6928.0
6289,1,0,0,1166672,0,0,0,0,0,1,52000,2001,4626.0
6290,0,1,0,1166678,0,0,0,0,0,1,55000,2001,14994.0
6291,1,0,0,1166686,0,0,0,1,0,0,55000,2003,3403.0
6292,0,1,0,1166688,1,0,0,0,0,0,17500,1998,4094.0
6293,0,1,0,1166692,0,0,0,0,1,0,62000,2004,165.0
6294,0,0,1,1166699,1,0,0,0,0,0,20500,1996,6156.0
6295,0,0,1,1166701,1,0,0,0,0,0,39000,2007,829.0
6296,0,1,0,1166703,0,0,0,0,1,0,34000,2000,4833.0
6297,0,1,0,1166704,0,0,0,1,0,0,62000,2004,3283.0
6298,0,0,1,1166715,0,0,0,1,0,0,60000,2006,3199.0
6299,0,1,0,1166716,0,0,0,0,0,1,14000,2005,1013.0
6300,0,1,0,1166724,1,0,0,0,0,0,37000,2001,1016.0
6301,0,1,0,1166726,1,0,0,0,0,0,19000,2003,329.0
6302,0,1,0,1166738,0,0,1,0,0,0,7750,2000,4353.0
6303,0,0,0,1166740,0,0,1,0,0,0,16000,2002,1834.0
6304,0,1,0,1166741,0,0,0,0,1,0,45000,2004,4250.0
6305,0,1,0,1166742,1,0,0,0,0,0,34000,2002,3101.0
6306,0,1,0,1166743,0,0,0,1,0,0,45000,2003,8895.0
6307,0,0,1,1166749,1,0,0,0,0,0,16000,2005,1057.0
6308,1,0,0,1166756,1,0,0,0,0,0,22500,2005,20.0
6309,0,0,0,1166768,1,0,0,0,0,0,19500,2002,4436.0
6310,0,0,1,1166778,0,0,1,0,0,0,18500,2002,241.0
6311,0,1,0,1166779,0,0,0,0,1,0,25500,1996,9278.0
6312,0,1,0,1166781,0,0,1,0,0,0,15000,2002,1828.0
6313,0,1,0,1166785,1,0,0,0,0,0,18500,1998,4098.0
6314,0,1,0,1166790,0,0,0,1,0,0,17000,2003,3732.0
6315,0,1,0,1166793,0,0,0,1,0,0,37000,1999,334.0
6316,0,1,0,1166794,0,0,0,0,1,0,42000,2001,7334.0
6317,0,0,0,1166798,0,0,0,1,0,0,13500,2001,629.0
6318,0,1,0,1166799,0,0,1,0,0,0,15500,2003,905.0
6319,0,0,0,1166800,0,1,0,0,0,0,68000,1996,8500.0
6320,0,1,0,1166805,0,0,1,0,0,0,19000,2002,780.0
6321,0,0,1,1166806,0,1,0,0,0,0,47000,2002,6941.0
6322,0,1,0,1166807,0,0,0,1,0,0,48000,2007,2278.0
6323,0,0,1,1166809,0,0,0,1,0,0,59000,2000,8721.0
6324,0,0,1,1166817,1,0,0,0,0,0,38000,2007,898.0
6325,0,1,0,1166819,1,0,0,0,0,0,10500,1996,5035.0
6326,0,1,0,1166820,0,0,0,0,0,1,28000,1975,3562.0
6327,0,1,0,1166823,0,0,0,0,1,0,63000,1998,6417.0
6328,0,1,0,1166826,0,0,0,0,0,1,39000,2000,10119.0
6329,0,1,0,1166827,0,1,0,0,0,0,42000,1986,5478.0
6330,0,1,0,1166828,0,0,0,1,0,0,10000,2002,2848.0
6331,0,0,1,1166834,0,1,0,0,0,0,70000,1999,3403.0
6332,0,1,0,1166842,0,0,0,1,0,0,67000,2002,4034.0
6333,0,0,0,1166846,0,0,0,0,0,1,31000,2009,437.0
6334,0,0,1,1166852,0,0,0,1,0,0,18500,1992,7008.0
6335,0,0,1,1166862,1,0,0,0,0,0,9750,1986,8521.0
6336,0,0,0,1166864,0,0,1,0,0,0,14000,2003,459.0
6337,0,1,0,1166867,0,0,0,0,0,1,32000,2001,3406.0
6338,0,1,0,1166868,0,0,0,1,0,0,18500,2006,697.0
6339,0,1,0,1166879,0,0,0,0,1,0,66000,1998,6098.0
6340,0,1,0,1166886,0,0,0,0,0,1,38500,1997,9808.0
6341,1,0,0,1166890,0,0,0,0,1,0,36000,1999,2117.0
6342,0,1,0,1166897,0,1,0,0,0,0,34000,1994,15890.0
6343,0,0,0,1166905,0,0,1,0,0,0,13000,2004,294.0
6344,0,1,0,1166911,1,0,0,0,0,0,15500,1997,2784.0
6345,0,0,1,1166914,0,0,0,0,0,1,36000,1999,347.0
6346,1,0,0,1166920,0,0,0,1,0,0,31000,1999,4643.0
6347,0,1,0,1166926,1,0,0,0,0,0,24500,2004,1984.0
6348,0,1,0,1166927,0,0,1,0,0,0,13500,2003,848.0
6349,0,0,1,1166928,1,0,0,0,0,0,17500,1992,10471.0
6350,0,1,0,1166931,1,0,0,0,0,0,25000,2005,5915.0
6351,0,1,0,1166933,0,0,0,1,0,0,10750,2002,603.0
6352,0,1,0,1166936,0,0,0,0,1,0,27500,2002,3405.0
6353,0,1,0,1166945,0,0,0,1,0,0,25500,2006,1511.0
6354,0,0,0,1166946,0,0,0,1,0,0,28500,2000,9010.0
6355,0,0,1,1166947,1,0,0,0,0,0,18000,1999,4122.0
6356,0,1,0,1166948,0,0,0,1,0,0,23500,2003,1371.0
6357,0,1,0,1166956,0,0,0,1,0,0,23000,1998,5791.0
6358,0,1,0,1166958,0,0,0,0,0,1,45000,1998,11309.0
6359,0,0,0,1166966,0,0,0,0,1,0,59000,2006,1919.0
6360,0,0,1,1166969,0,0,0,1,0,0,34500,1998,12623.0
6361,0,1,0,1166981,0,0,1,0,0,0,16500,2004,2421.0
6362,0,0,0,1166983,0,0,0,0,1,0,39000,2005,690.0
6363,0,0,1,1166989,1,0,0,0,0,0,32000,2005,1439.0
6364,0,1,0,1166990,1,0,0,0,0,0,26500,2006,1534.0
6365,0,1,0,1167002,1,0,0,0,0,0,11000,1993,3155.0
6366,0,1,0,1167005,0,0,0,0,0,1,34000,2002,4622.0
6367,0,0,1,1167009,0,0,0,0,1,0,18500,1995,5385.0
6368,0,1,0,1167012,0,1,0,0,0,0,117000,2001,5315.0
6369,0,1,0,1167013,0,0,1,0,0,0,7250,2002,10.0
6370,0,1,0,1167014,1,0,0,0,0,0,32000,2003,1174.0
6371,0,1,0,1167023,0,0,0,1,0,0,23000,1998,6544.0
6372,0,1,0,1167024,0,1,0,0,0,0,59000,1986,4494.0
6373,0,1,0,1167025,0,0,0,1,0,0,56000,1996,15876.0
6374,0,1,0,1167039,0,0,1,0,0,0,9500,1999,1981.0
6375,0,0,1,1167050,1,0,0,0,0,0,17500,1999,1281.0
6376,0,0,1,1167052,0,0,1,0,0,0,9000,2004,356.0
6377,0,1,0,1167056,1,0,0,0,0,0,29000,1999,2531.0
6378,0,1,0,1167062,1,0,0,0,0,0,27000,1998,3423.0
6379,0,0,1,1167063,0,0,1,0,0,0,14000,2001,1021.0
6380,0,1,0,1167076,1,0,0,0,0,0,28000,2000,4346.0
6381,0,0,1,1167078,0,0,1,0,0,0,13000,2002,2667.0
6382,0,1,0,1167079,0,0,0,0,1,0,56000,2006,4486.0
6383,0,1,0,1167094,0,0,0,0,1,0,42000,2000,5850.0
6384,0,0,1,1167095,1,0,0,0,0,0,29000,2004,1875.0
