,SalesID,SalePrice,YearMade,MachineHoursCurrentMeter
93788,1405253,24500,1989,630.0
93789,1405254,25500,1989,990.0
93813,1405285,25500,1989,640.0
93833,1405310,24000,1989,860.0
93845,1405323,26000,1989,670.0
93854,1405335,22500,1989,500.0
93861,1405342,24000,1989,250.0
93902,1405393,24000,1989,500.0
93914,1405408,24500,1989,520.0
93943,1405445,25500,1990,900.0
94000,1405512,20500,1990,1940.0
94048,1405596,28500,1990,1647.0
94050,1405598,28500,1990,1743.0
94056,1405608,8750,1990,6839.0
94170,1405741,22000,1990,7600.0
94205,1405791,26500,1991,1500.0
94210,1405797,26000,1991,2100.0
94221,1405810,24000,1991,371.0
94237,1405830,18250,1991,2478.0
94238,1405831,27500,1991,1700.0
94244,1405838,24000,1991,1300.0
94255,1405851,39000,1991,2600.0
94303,1405906,31000,1991,600.0
94345,1405967,27500,1991,2750.0
94367,1405995,34500,1991,875.0
94391,1406024,28000,1991,393.0
94400,1406034,23000,1991,1400.0
94406,1406048,27500,1991,1684.0
94423,1406070,25000,1992,1526.0
94439,1406089,30000,1992,1575.0
94467,1406135,29000,1992,3800.0
94482,1406158,36000,1992,2617.0
94484,1406162,27000,1992,700.0
94520,1406204,27500,1992,2300.0
94535,1406222,33000,1992,3370.0
94536,1406224,30500,1992,850.0
94576,1406267,21500,1992,2435.0
94577,1406268,12500,1992,10830.0
94613,1406311,39500,1992,1500.0
94624,1406328,22500,1992,2400.0
94669,1406380,38000,1993,240.0
94673,1406385,38000,1992,2400.0
94729,1406446,30500,1993,4364.0
94778,1406500,26500,1994,2353.0
94860,1406587,20500,1994,4713.0
94937,1406670,35500,1995,570.0
94987,1406724,50000,1995,958.0
95060,1406809,37000,1996,2256.0
95061,1406811,42500,1996,933.0
95082,1406832,37000,1996,1024.0
95160,1406988,14500,1991,7080.0
95232,1407138,100000,1993,2600.0
95394,1407458,90000,1995,2400.0
95448,1407555,43000,1996,8682.0
95583,1407794,34000,1998,6205.0
95733,1408033,8500,2000,240.0
95832,1408230,13750,2002,1235.0
95955,1408840,29000,1993,3968.0
95979,1408869,25000,1993,1100.0
96006,1408903,61000,1992,10639.0
96045,1409069,125000,1993,13172.0
96046,1409072,62500,1993,14015.0
96114,1409302,77000,1995,12707.0
96227,1410590,80000,1990,4095.0
96258,1410643,80000,1991,2300.0
96354,1411730,50000,1993,3000.0
96357,1411733,47000,1994,4641.0
96381,1411758,64000,1996,2043.0
96400,1411785,23000,1993,1000.0
96412,1411799,25000,1992,2500.0
96430,1411828,25000,1993,2000.0
96455,1411857,39000,1993,2500.0
96502,1411926,35000,1993,1100.0
96544,1411982,24000,1993,2200.0
96594,1412049,28000,1994,700.0
96604,1412068,35500,1994,2215.0
96629,1412103,39000,1994,1132.0
96630,1412105,39500,1994,2354.0
96740,1412288,55000,1994,5285.0
96813,1412448,110000,1994,2270.0
96878,1412632,101000,1995,5519.0
96913,1412713,106000,1995,5013.0
96975,1412875,33000,1996,7573.0
97017,1412963,24000,1996,5203.0
97028,1412976,31000,1996,1220.0
97032,1412982,36000,1996,2440.0
97041,1412997,33500,1996,711.0
97060,1413025,19000,1996,4805.0
97106,1413085,14500,1997,5291.0
97254,1413308,39000,1997,732.0
97255,1413309,36500,1997,730.0
97284,1413354,36500,1997,797.0
97302,1413375,18000,1997,6176.0
97330,1413413,31500,1997,836.0
97435,1413565,37000,1998,1960.0
97463,1413606,17000,1998,1938.0
97754,1414037,20500,1998,3292.0
97757,1414040,15500,1998,3665.0
97771,1414064,40000,1998,119.0
97829,1414159,21000,1999,5035.0
97834,1414173,20000,1999,4177.0
97877,1414242,22000,1999,2463.0
97929,1414324,17300,1999,3852.0
97999,1415162,34500,1974,220.0
98302,1415586,36500,1975,4770.0
98425,1415750,49000,1976,3800.0
98568,1415952,34000,1977,4452.0
98824,1416304,48000,1979,400.0
98901,1416408,43000,1979,50.0
98958,1416480,44000,1979,5214.0
99146,1416728,40000,1981,1000.0
99189,1416788,56000,1981,4800.0
99228,1416852,37000,1981,8615.0
99230,1416854,39750,1981,8615.0
99770,1417611,75000,1988,5200.0
99779,1417621,92000,1988,2000.0
99791,1417638,83000,1988,3059.0
99919,1417825,76000,1989,2650.0
99964,1417897,95000,1990,2700.0
100108,1418117,125000,1992,1150.0
100132,1418156,115000,1993,2500.0
100134,1418158,65000,1993,13137.0
100136,1418160,135000,1993,500.0
100311,1418417,125000,1995,643.0
100497,1418857,15750,1971,5750.0
100501,1418866,21000,1971,250.0
100989,1419513,22000,1978,3086.0
101164,1419746,17000,1981,2923.0
101308,1419945,10000,1986,1905.0
101369,1420337,46000,1983,1100.0
101373,1420345,48500,1983,250.0
101521,1420647,82500,1987,1515.0
101622,1421356,60000,1978,1367.0
101885,1421763,31000,1980,8655.0
102422,1422654,29000,1986,8465.0
102477,1422774,97500,1986,1000.0
102732,1423292,38000,1989,78740.0
102927,1424018,49500,1983,1000.0
102979,1424106,61000,1984,700.0
103168,1424919,52750,1988,6600.0
103198,1424974,73500,1990,2176.0
103434,1425412,10000,1967,1250.0
103591,1425635,13500,1919,1500.0
103609,1425655,26000,1970,960.0
103641,1425701,17000,1971,1000.0
103682,1425752,18000,1971,753.0
103718,1425800,18000,1972,600.0
103944,1426490,43000,1978,150.0
104049,1428238,18500,1972,600.0
104165,1429100,90000,1998,1106.0
104408,1430072,36000,1991,6991.0
104426,1430119,105000,1994,1300.0
104461,1430178,125000,1995,2050.0
104538,1430311,50000,1997,700.0
104609,1430473,41000,1997,10585.0
104704,1430645,50000,1998,5930.0
104865,1430936,36500,1999,4500.0
104866,1430939,50000,1999,11758.0
104942,1431074,45000,2000,4842.0
104989,1431156,15250,1999,6315.0
105010,1431190,12250,1999,2278.0
105058,1431288,24000,2001,1332.0
105212,1431934,59000,1997,24400.0
105262,1432035,55000,1997,15069.0
105385,1432373,52500,1998,12113.0
105411,1432430,53500,1998,15296.0
105432,1432471,49000,1998,12399.0
105433,1432472,49000,1998,11562.0
105450,1432503,81000,1998,1424.0
105469,1432546,64000,1999,12121.0
105509,1432695,62000,1999,9705.0
105516,1432708,81500,2000,10006.0
105517,1432714,65000,2000,13521.0
105579,1433422,60000,1987,4011.0
105712,1433600,112500,1988,1553.0
105950,1434190,57500,1994,2600.0
105977,1434239,32000,1994,4202.0
106075,1434377,34125,1995,4810.0
106083,1434398,57000,1995,1230.0
106113,1434438,50000,1996,2410.0
106151,1434486,44500,1996,1649.0
106196,1434563,26000,1997,4504.0
106197,1434564,29500,1997,4504.0
106263,1434665,39000,1997,2676.0
106306,1434730,31000,1998,5119.0
106440,1435205,56000,1990,1225.0
106476,1435259,56000,1990,1025.0
106502,1435290,29500,1991,2590.0
106535,1435326,44000,1992,1100.0
106630,1435592,32000,1994,1429.0
106766,1435796,40000,1995,1250.0
106767,1435797,25500,1995,2498.0
106814,1435865,36000,1996,1070.0
106820,1435876,16000,1996,3083.0
106891,1436115,8600,2001,17475.0
106893,1436117,7900,2001,2485.0
106907,1436178,9000,2002,3599.0
106995,1436421,25500,1993,2000.0
107024,1436462,28000,1993,1135.0
107205,1437058,48500,1992,400.0
107214,1437070,48500,1992,300.0
107234,1437094,56500,1992,675.0
107255,1437118,38000,1992,5907.0
107260,1437125,48500,1992,2570.0
107291,1437160,36000,1992,2418.0
107315,1437190,50000,1993,2500.0
107327,1437206,40000,1993,3000.0
107391,1437286,29000,1993,3573.0
107416,1437312,46000,1998,16245.0
107429,1437357,73500,1990,5410.0
107441,1437397,35000,1990,4500.0
107466,1437493,56000,1992,9476.0
107522,1437595,8500,1994,7200.0
107532,1437605,38000,1994,800.0
107571,1437662,27000,1994,1975.0
107607,1437714,44500,1994,900.0
107608,1437715,39000,1994,967.0
107628,1437745,45000,1994,900.0
107632,1437749,16000,1994,2177.0
107644,1437765,38000,1994,750.0
107705,1437844,29000,1995,2152.0
107723,1437872,32000,1995,1587.0
107757,1437923,13000,1995,4655.0
107821,1438013,33500,1996,1731.0
107898,1438112,11250,1997,3336.0
108051,1438494,23000,1988,1200.0
108118,1438955,98000,1998,600.0
108126,1438971,40000,1998,6586.0
108132,1438980,104000,1998,1000.0
108135,1438983,40000,1998,6607.0
108246,1439188,36000,1999,18574.0
108277,1439276,66000,2002,10381.0
108288,1439337,15000,1989,7118.0
108354,1439436,32000,1990,4939.0
108389,1439489,31000,1991,2000.0
108394,1439502,32500,1991,1550.0
108398,1439509,21000,1992,3600.0
108411,1439531,24000,1992,710.0
108471,1439731,71000,1994,1300.0
108494,1439762,24000,1997,5787.0
108550,1439857,24000,1997,5220.0
108637,1439985,15500,1998,5089.0
108739,1440158,22000,1999,4136.0
108931,1440517,30000,1998,16328.0
108980,1440603,46000,1999,2085.0
108998,1440638,31000,1999,16772.0
109070,1440747,30500,2000,15343.0
109127,1440852,52500,2003,7386.0
109254,1441380,53000,1992,3200.0
109281,1441462,48000,1994,1550.0
109306,1441494,9750,1994,5783.0
109358,1441577,19000,1994,5784.0
109377,1441600,15500,1994,4500.0
109414,1441647,38000,1995,3120.0
109428,1441672,16000,1995,4569.0
109522,1441798,53000,1996,750.0
109662,1441993,20000,1995,7717.0
109689,1442036,76000,1995,107.0
109694,1442044,26500,1996,6187.0
109797,1442194,34000,1996,2384.0
109974,1442785,123000,2004,8053.0
110003,1442877,21000,1993,9359.0
110035,1442928,59500,1994,1500.0
110054,1442958,46000,1994,1280.0
110084,1443029,65000,1994,1720.0
110135,1443094,53000,1995,750.0
110178,1443150,64500,1996,500.0
110198,1443178,46000,1997,1916.0
110201,1443182,46000,1997,1500.0
110210,1443192,46000,1997,2424.0
110230,1443216,54000,1997,1300.0
110276,1443282,14500,1999,8059.0
110463,1444872,13500,1970,500.0
110646,1445130,36500,1974,4400.0
110673,1445164,30000,1974,1983.0
110689,1445185,34000,1975,4174.0
111087,1445769,35000,1979,5258.0
111212,1445984,42000,1980,3000.0
111478,1446400,55000,1983,1524.0
111696,1446741,70000,1986,1695.0
111698,1446743,61000,1986,1000.0
111747,1446811,60000,1984,5850.0
111812,1446928,67500,1985,1412.0
111982,1447193,63500,1986,1400.0
112156,1447471,100000,1987,1949.0
112276,1447654,64000,1988,7071.0
112350,1447767,95000,1988,2360.0
112366,1447797,132500,1988,200.0
112419,1447879,85000,1989,4800.0
112465,1447951,90000,1989,1636.0
112791,1448513,118000,1991,1688.0
112807,1448538,115000,1991,2065.0
112808,1448539,125000,1991,1505.0
112813,1448548,130000,1991,1348.0
112927,1448766,110000,1992,1700.0
112928,1448768,130000,1993,707.0
113102,1449077,135000,1994,540.0
113196,1449230,30000,1977,1000.0
113219,1449283,34500,1979,8000.0
113279,1449387,52500,1984,100.0
113312,1449432,22000,1979,850.0
113959,1450355,48000,1989,1700.0
114063,1450593,12500,1965,800.0
114251,1450867,16000,1968,200.0
114340,1451033,68000,1990,1550.0
114360,1451060,72500,1991,2200.0
114377,1451083,19750,1963,200.0
115052,1451961,34000,1971,300.0
115074,1451988,29000,1971,200.0
115099,1452022,16000,1971,804.0
115110,1452033,24500,1971,2500.0
115183,1452128,32000,1972,250.0
115209,1452165,20000,1972,10308.0
115501,1452532,34000,1974,800.0
115556,1452605,21500,1974,800.0
115607,1452668,30000,1975,5000.0
115692,1452785,33000,1975,2768.0
115693,1452786,20000,1975,2761.0
115702,1452799,24000,1976,100.0
115975,1453165,31000,1978,500.0
116030,1453231,35000,1978,200.0
116032,1453233,28000,1978,300.0
116299,1453587,38000,1980,400.0
116345,1453642,19500,1980,1707.0
116452,1453822,13000,1976,1000.0
116638,1454108,28000,1984,500.0
116689,1454189,16000,1985,13314.0
116777,1454652,28000,1974,2600.0
116825,1454726,27500,1974,5604.0
116838,1454751,35000,1974,250.0
117012,1455048,26000,1975,2186.0
117026,1455064,25500,1975,2000.0
117248,1455387,30000,1976,500.0
117269,1455435,28000,1976,4239.0
117309,1455501,47500,1976,650.0
117325,1455530,44000,1976,7235.0
117326,1455532,49000,1976,7200.0
117484,1455835,31000,1977,2000.0
117603,1456006,44000,1977,1000.0
117630,1456057,60000,1977,400.0
117674,1456125,31000,1977,550.0
117731,1456225,18500,1978,9427.0
117791,1456336,41500,1978,1000.0
117801,1456360,29500,1978,300.0
117833,1456418,57000,1978,200.0
117848,1456452,64000,1978,500.0
117857,1456474,23000,1978,94.0
118107,1456953,29000,1979,1600.0
118145,1457034,34000,1979,3000.0
118301,1457385,35000,1980,200.0
118353,1457494,47500,1980,500.0
118487,1457770,39500,1981,2120.0
118551,1457906,48000,1981,200.0
118578,1457951,32000,1982,41951.0
118645,1458159,55000,1988,2800.0
118940,1459674,10500,1975,100.0
119112,1459951,10000,1978,1109.0
119282,1460194,15300,1979,4876.0
119445,1460469,85000,1987,104.0
119498,1460556,100000,1988,4600.0
119503,1460565,100000,1988,2300.0
119584,1460985,120000,1997,1900.0
119600,1461015,29000,1986,1802.0
119607,1461025,11500,1986,6760.0
119613,1461032,21000,1986,580.0
119702,1461141,29000,1987,1650.0
119757,1461213,25000,1987,3770.0
119775,1461235,31000,1987,2391.0
119817,1461289,22000,1988,600.0
119834,1461308,27000,1987,666.0
119843,1461322,19500,1987,5163.0
119866,1461352,20500,1987,890.0
119891,1461382,23000,1987,100.0
119948,1461455,38000,1988,1050.0
119999,1461518,21500,1988,2868.0
120009,1461536,20000,1988,1922.0
120019,1461547,26000,1988,3496.0
120072,1461614,18500,1989,3096.0
120134,1461695,26000,1989,3985.0
120146,1461711,15000,1989,6185.0
120206,1461790,29000,1990,2600.0
120212,1461797,27500,1990,3400.0
120280,1461888,15000,1991,7166.0
120294,1461903,27500,1991,1116.0
120319,1461940,29500,1991,1900.0
120335,1461960,30500,1991,1650.0
120336,1461961,35000,1991,490.0
120370,1461998,23000,1992,1800.0
120382,1462016,22000,1992,2110.0
120412,1462057,33000,1992,1600.0
120448,1462314,41000,1999,8531.0
120546,1462686,57500,1992,8030.0
120561,1462708,107500,1992,6775.0
120562,1462712,69000,1992,4650.0
120569,1462721,75000,1992,3040.0
120607,1462890,40000,1989,780.0
120645,1462947,67000,1989,960.0
120659,1462971,87000,1989,7912.0
120663,1462977,70000,1989,1420.0
120670,1462986,85000,1989,749.0
120671,1462987,85000,1989,614.0
120681,1463000,70000,1989,1500.0
120712,1463043,52000,1990,5000.0
120764,1463121,65000,1990,3661.0
120792,1463153,41000,1991,7696.0
120800,1463161,62000,1991,2200.0
120817,1463190,47500,1991,2550.0
120819,1463194,72500,1992,1700.0
120821,1463196,55000,1992,2975.0
120841,1463228,13000,1992,7266.0
120866,1463265,36000,1992,2281.0
120889,1463290,46000,1992,2573.0
120903,1463309,47000,1992,1100.0
120904,1463310,34000,1992,3297.0
120926,1463337,34000,1992,2128.0
120968,1463382,38000,1993,2050.0
120996,1463412,51500,1993,1300.0
121009,1463426,18250,1993,6522.0
121022,1463440,37000,1993,1741.0
121042,1463465,11000,1993,10417.0
121052,1463476,31500,1993,3992.0
121078,1463503,46500,1993,800.0
121087,1463514,42500,1993,1468.0
121183,1463622,29500,1993,3623.0
121214,1463657,39000,1993,2783.0
121327,1463785,50000,1994,2112.0
121328,1463786,49000,1994,3700.0
121340,1463800,41000,1994,2300.0
121371,1463838,35500,1994,6.0
121385,1463854,66000,1994,1000.0
121386,1463855,56500,1994,1250.0
121391,1463860,53000,1994,2053.0
121424,1463902,16000,1994,3573.0
121523,1464010,13500,1994,6340.0
121595,1464093,43000,1995,3088.0
121674,1464176,59500,1995,1468.0
121771,1464284,14500,1995,6376.0
121844,1464365,20000,1995,5930.0
121891,1464421,47000,1996,1250.0
121899,1464433,56000,1996,1200.0
121919,1464454,70000,1996,515.0
121953,1464489,50000,1996,1074.0
121969,1464512,26500,1996,5432.0
122023,1464766,39000,1992,439.0
122025,1464768,39000,1992,422.0
122028,1464776,39000,1993,1594.0
122091,1465182,20000,1999,4754.0
122105,1465205,26000,1999,3613.0
122154,1465293,28500,1994,1540.0
122225,1465386,35000,1996,1195.0
122321,1465903,26000,1992,8975.0
122328,1465912,80000,1993,3692.0
122341,1465931,60000,1993,2000.0
122350,1465941,70000,1993,2500.0
122385,1466003,82500,1994,318.0
122386,1466004,61000,1994,2990.0
122422,1466138,36500,1992,1800.0
122432,1466149,38000,1993,900.0
122436,1466153,37500,1993,989.0
122439,1466156,24000,1993,3998.0
122462,1466181,36000,1993,430.0
122535,1466378,28500,1991,2450.0
122540,1466386,40000,1991,500.0
122573,1466433,26500,1992,3500.0
122619,1466486,40000,1992,400.0
122643,1466514,29000,1993,3400.0
122665,1466538,42000,1993,700.0
122684,1466563,36000,1993,950.0
122700,1466580,42500,1993,1510.0
122710,1466647,44000,2000,12105.0
122845,1466948,28000,1995,10387.0
123158,1467633,18000,1989,1727.0
123276,1467761,37500,1989,3290.0
123466,1467965,39500,1990,2934.0
123520,1468022,28250,1990,3478.0
123586,1468092,43500,1990,1800.0
123592,1468098,39000,1990,3134.0
123600,1468106,21500,1990,3826.0
123607,1468113,44500,1990,2408.0
123723,1468238,35000,1990,4600.0
123758,1468275,30000,1991,5684.0
123781,1468299,42500,1991,1900.0
123803,1468322,34500,1991,2900.0
123804,1468323,37000,1991,3747.0
123808,1468327,23000,1991,7407.0
124007,1468539,40000,1992,2700.0
124009,1468541,37000,1992,1296.0
124081,1468617,27000,1992,1975.0
124148,1468835,125000,1996,536.0
124185,1468920,30000,1998,4147.0
124270,1469076,24000,2000,80.0
124278,1469091,30000,2000,4415.0
124300,1469168,50000,1994,3652.0
124442,1469435,41500,1994,2000.0
124494,1469518,52500,1996,1082.0
124497,1469524,40000,1996,2170.0
124555,1469610,12000,1999,5214.0
124582,1469665,17000,1998,9424.0
124608,1469739,100000,1995,17881.0
124638,1469930,80000,1986,10475.0
124727,1470058,68500,1987,1000.0
124728,1470061,55000,1987,4169.0
124731,1470064,20000,1987,13507.0
124773,1470130,50000,1987,8348.0
124818,1470491,80000,1994,2983.0
124836,1470521,82500,1995,2100.0
124911,1470641,27000,1994,3900.0
124946,1470687,44000,1994,895.0
125005,1470753,39000,1995,1961.0
125037,1470801,41500,1995,1200.0
125044,1470811,15000,1996,5099.0
125050,1470817,38000,1996,2272.0
125062,1470831,28000,1996,1588.0
125083,1470855,44000,1996,1195.0
125109,1470886,44000,1997,900.0
125174,1470978,45000,1998,785.0
125297,1471769,110000,1999,11865.0
125346,1472301,24000,1989,3000.0
125451,1472413,9000,1989,6252.0
125657,1472648,11000,1989,6432.0
125791,1472794,27000,1990,626.0
125816,1472820,14500,1990,6004.0
125887,1472900,22000,1990,2800.0
125945,1472965,14500,1990,3371.0
125957,1472979,29500,1990,1518.0
126119,1473155,29000,1991,1468.0
126197,1473242,24000,1991,2000.0
126238,1473289,9000,1991,5133.0
126264,1473322,10000,1992,7349.0
126274,1473333,25000,1992,2600.0
126309,1473374,16500,1992,2800.0
126311,1473376,20000,1992,2400.0
126359,1473432,16500,1992,1846.0
126380,1473455,15500,1992,1959.0
126392,1473469,15000,1992,1522.0
126445,1473532,25000,1993,2000.0
126528,1473621,17000,1993,2700.0
126535,1473629,16250,1993,167.0
126562,1473686,74500,1986,1224.0
126615,1473801,100000,1991,2150.0
126686,1473943,85000,1992,3980.0
126722,1474007,40000,1996,560.0
126820,1474533,9000,1975,391.0
126929,1474729,15500,1978,5507.0
127143,1475057,15500,1969,2000.0
127194,1475129,20000,1969,1000.0
127246,1475194,21000,1970,400.0
127309,1475275,16000,1970,500.0
127949,1476048,15500,1976,3358.0
127960,1476063,28000,1976,675.0
128430,1476643,12000,1980,2881.0
128870,1477938,125000,1978,2900.0
128878,1477949,75000,1979,1500.0
128934,1478041,123000,1985,1500.0
128955,1478074,58000,1980,100.0
128976,1479922,100000,1994,3513.0
128977,1480315,26000,1994,11337.0
129013,1480727,8500,1965,7024.0
129054,1480798,11000,1966,25.0
129220,1481057,14000,1970,500.0
129357,1481250,13500,1972,2000.0
129421,1481356,10000,1973,2000.0
129666,1481722,11000,1975,75.0
129797,1481931,30000,1975,2700.0
129878,1482048,27000,1975,780.0
129925,1482122,22000,1976,7484.0
130104,1482385,26000,1979,1302.0
130148,1482450,40000,1979,3000.0
130246,1482610,38000,1982,4433.0
130291,1482679,40000,1983,2588.0
130305,1482697,35000,1983,200.0
130421,1482868,43000,1987,12324.0
130451,1482918,33000,1988,2152.0
130513,1483026,83000,1993,870.0
130514,1483027,80000,1993,1339.0
130666,1483563,10600,1969,1000.0
130805,1483745,14000,1972,500.0
130972,1484032,26000,1971,1200.0
131026,1484113,31000,1972,1479.0
131208,1484397,11250,1974,1500.0
131452,1484755,29000,1977,200.0
131632,1485075,80000,1992,1159.0
131665,1485129,53000,1993,6800.0
131688,1485168,97500,1993,1595.0
131691,1485171,91000,1993,1400.0
131747,1485253,72500,1993,1600.0
131763,1485274,76500,1993,1000.0
131767,1485278,42000,1994,3453.0
131824,1485368,79000,1994,356.0
131881,1485930,72000,1992,7500.0
131889,1485952,77500,1993,6766.0
131898,1485974,82000,1994,5200.0
131907,1485992,93500,1995,9070.0
131909,1485996,97000,1995,2000.0
131914,1486028,72000,1997,14827.0
131951,1486363,60000,1991,35021.0
131993,1486474,45000,1993,24125.0
132058,1486616,43000,1994,22980.0
132084,1486678,29000,1997,3089.0
132098,1486704,79000,1997,2860.0
132134,1486764,72500,1997,4393.0
132296,1487065,32000,1999,17541.0
132322,1487107,38000,1999,6000.0
132381,1487242,53500,2000,5829.0
132390,1487266,30500,2000,8698.0
132411,1487301,25000,2001,12646.0
132452,1487410,68000,2002,1886.0
132460,1487448,50000,1997,916.0
132563,1487640,32500,1990,898.0
132572,1487651,9000,1991,6457.0
132573,1487652,32500,1991,1121.0
132577,1487658,27500,1992,2810.0
132668,1487900,72500,1992,7634.0
132689,1487943,25500,1993,13632.0
132712,1487973,87000,1993,6746.0
132818,1488206,34500,1994,11645.0
132850,1488426,95000,1996,1092.0
132927,1488605,53000,1992,5149.0
132935,1488615,72500,1993,5249.0
132937,1488617,65000,1992,2093.0
132986,1488674,82500,1993,2030.0
132994,1488684,86000,1993,2300.0
133014,1488712,21500,1994,12460.0
133050,1488754,39000,1996,1971.0
133083,1488793,48000,1997,499.0
133115,1488832,49000,1997,155.0
133133,1488865,61000,1998,10.0
133186,1488955,36500,1987,6100.0
133195,1488977,74000,1992,5200.0
133198,1488982,105000,1992,2500.0
133358,1489288,31000,1998,2461.0
133384,1489332,24000,1999,11009.0
133388,1489338,26000,1999,10794.0
133392,1489345,24000,1999,10205.0
133459,1490277,80000,1993,1300.0
133476,1490325,122500,1997,3200.0
133485,1490336,119000,1997,1500.0
133506,1490363,36000,1999,5520.0
133548,1490424,20000,1990,7996.0
133586,1490498,83000,1997,3688.0
133651,1490643,25000,1992,15076.0
133808,1490919,27000,1993,11052.0
133853,1491005,60000,1994,8400.0
133940,1491129,40500,1986,5306.0
133962,1491153,32000,1986,5485.0
134017,1491219,31000,1986,200.0
134038,1491251,33000,1986,2762.0
134069,1491285,34000,1987,4500.0
134143,1491378,37500,1987,1000.0
134170,1491414,38500,1987,1750.0
134176,1491420,56000,1987,576.0
134193,1491441,37500,1987,1885.0
134208,1491458,36000,1987,2230.0
134223,1491476,48000,1987,680.0
134286,1491554,37000,1987,5800.0
134299,1491570,33000,1987,1850.0
134322,1491603,13500,1987,2264.0
134334,1491621,41000,1987,800.0
134351,1491645,46000,1987,230.0
134360,1491659,28000,1988,9748.0
134389,1491698,50000,1988,346.0
134408,1491723,47000,1988,1358.0
134416,1491733,46000,1988,1920.0
134424,1491741,34500,1988,5500.0
134471,1491803,24000,1988,7016.0
134475,1491807,39000,1988,2100.0
134527,1491884,61000,1988,970.0
134562,1491930,77000,1989,135.0
134599,1491980,13000,1989,3267.0
134642,1492047,51000,1989,3000.0
134645,1492051,45000,1989,2000.0
134673,1492086,46000,1989,880.0
134784,1492240,37500,1990,4425.0
134790,1492249,47500,1990,1200.0
134850,1492331,50000,1991,800.0
134869,1492356,57000,1991,1500.0
134879,1492368,37000,1991,3200.0
134900,1492394,67000,1992,668.0
134905,1492399,36000,1992,4500.0
134918,1492414,37000,1992,2475.0
134927,1492423,54000,1992,2810.0
134972,1492479,68000,1994,1150.0
134986,1492501,67000,1994,1167.0
134992,1492509,61000,1994,2300.0
135016,1492549,60000,1995,2150.0
135105,1492685,74000,1994,450.0
135106,1492686,75000,1994,1450.0
135123,1492707,92500,1994,150.0
135128,1492716,72000,1994,2098.0
135189,1492796,22000,1995,4500.0
135207,1492819,22750,1996,9973.0
135214,1492829,90000,1996,486.0
135227,1492846,87500,1996,200.0
135320,1493208,46000,1986,2000.0
135327,1493217,39500,1986,3219.0
135342,1493233,47000,1986,2000.0
135369,1493268,56000,1987,2490.0
135392,1493302,61000,1987,2900.0
135429,1493342,63000,1987,2500.0
135458,1493382,17500,1987,9962.0
135468,1493398,65000,1987,1100.0
135555,1493516,63000,1989,1400.0
135590,1493562,36500,1988,3792.0
135677,1493701,84000,1990,610.0
135685,1493714,77000,1990,200.0
135686,1493715,51000,1990,2500.0
135715,1493752,18000,1991,7992.0
135724,1493761,45000,1991,3329.0
135815,1493888,23000,1994,7899.0
135843,1493927,77500,1995,2440.0
135908,1494026,23000,1994,8595.0
135930,1494062,117500,1994,1560.0
135957,1494105,72000,1995,2680.0
135972,1494141,59000,1995,5168.0
136024,1494228,67500,1996,1560.0
136110,1494595,19000,1992,6429.0
136162,1494664,23750,1992,1970.0
136172,1494676,35500,1992,1600.0
136194,1494701,24000,1992,2592.0
136210,1494723,30000,1992,2470.0
136217,1494733,18000,1993,4020.0
136224,1494741,27500,1993,4065.0
136242,1494761,30000,1993,1275.0
136250,1494772,30000,1993,1075.0
136256,1494779,26000,1993,2115.0
136262,1494788,23000,1993,2450.0
136305,1494842,24000,1993,2200.0
136318,1494858,33000,1993,2412.0
136324,1494866,26000,1993,2000.0
136333,1494879,31000,1993,2060.0
136359,1494917,32500,1993,3367.0
136374,1494936,25000,1993,2300.0
136376,1494939,25000,1993,1800.0
136409,1494992,34500,1993,2408.0
136410,1494993,40000,1993,700.0
136426,1495019,27500,1993,3667.0
136438,1495039,9500,1993,6202.0
136479,1495090,28000,1993,2400.0
136483,1495096,25500,1993,1716.0
136514,1495140,29500,1993,5544.0
136524,1495152,29000,1993,2100.0
136568,1495210,25000,1993,3000.0
136578,1495220,26000,1993,2000.0
136579,1495221,37000,1993,1575.0
136589,1495241,11000,1993,4016.0
136641,1495312,22500,1993,1958.0
136652,1495327,36000,1993,1800.0
136658,1495337,12500,1993,2349.0
136664,1495344,30000,1993,1260.0
136701,1495385,30000,1994,1020.0
136773,1495481,37000,1994,920.0
136797,1495516,40000,1994,1739.0
136801,1495521,22500,1994,8100.0
136848,1495585,27500,1994,2135.0
136849,1495586,31000,1994,1400.0
136892,1495646,31000,1994,1630.0
136894,1495648,26500,1994,4669.0
136906,1495664,26500,1994,2000.0
136930,1495698,25500,1994,2000.0
136931,1495699,25000,1994,1980.0
136950,1495729,31500,1994,2320.0
136951,1495730,13500,1994,5790.0
137022,1495829,26500,1994,1900.0
137047,1495863,33000,1994,1120.0
137049,1495866,27000,1994,2685.0
137057,1495875,37000,1994,1400.0
137061,1495880,40000,1994,1000.0
137125,1495980,36000,1994,900.0
137146,1496004,20000,1994,4158.0
137161,1496026,22500,1994,2355.0
137183,1496055,28000,1995,1000.0
137277,1496172,25000,1995,1620.0
137279,1496174,28000,1995,1020.0
137308,1496214,27500,1995,950.0
137314,1496225,36500,1995,1800.0
137390,1496329,40000,1995,800.0
137458,1496421,26000,1995,2290.0
137472,1496446,34000,1995,1200.0
137531,1496529,23000,1995,2200.0
137618,1496647,26000,1995,1500.0
137630,1496661,36000,1995,40.0
137639,1496671,31000,1996,1815.0
137647,1496684,35000,1996,1820.0
137652,1496690,31000,1995,990.0
137682,1496729,38500,1996,802.0
