,Northeast,South,West,YearMade,MachineHoursCurrentMeter,fiProductClassDesc,SalePrice
11369,0,0,1,2004,7065.0,16.0,68000
11370,0,0,1,1996,25973.0,13.0,34000
11371,0,0,1,2005,2010.0,3.0,13500
11372,0,1,0,1978,51657.0,15.0,40000
11373,0,1,0,2002,4820.0,13.0,45000
11374,1,0,0,1994,18017.0,18.0,16000
11375,0,0,1,1995,17360.0,15.0,33000
11376,0,0,1,1995,36311.0,15.0,53000
11377,0,0,1,1996,24.0,15.0,46000
11378,0,0,1,1996,46127.0,15.0,46000
11379,0,1,0,1995,24.0,15.0,51000
11380,0,1,0,2006,1590.0,11.0,50000
11381,0,1,0,2004,4848.0,3.0,25000
11382,0,1,0,1999,18948.0,11.0,42000
11383,0,1,0,1998,10642.0,11.0,38000
11384,0,1,0,1999,15121.0,11.0,46000
11385,0,1,0,1999,15737.0,11.0,37500
11386,0,1,0,2003,5671.0,8.0,36000
11387,0,1,0,2000,3719.0,2.0,17500
11388,0,1,0,2002,2898.0,2.0,29000
11389,0,1,0,2000,5985.0,11.0,20000
11390,0,1,0,1996,794.0,13.0,19000
11391,0,1,0,2006,1934.0,3.0,10500
11392,0,1,0,2005,370.0,1.0,24000
11393,0,1,0,2007,964.0,1.0,26000
11394,0,1,0,2006,1568.0,11.0,56000
11395,0,1,0,2000,1811.0,2.0,24500
11396,0,1,0,2000,1958.0,2.0,21500
11397,0,0,0,2005,925.0,4.0,16500
11398,0,0,0,2005,857.0,4.0,16500
11399,0,0,0,2006,494.0,8.0,16500
11400,0,0,0,2006,398.0,8.0,16500
11401,0,0,0,2006,1002.0,9.0,17000
11402,0,1,0,1998,8788.0,15.0,40000
11403,0,1,0,1996,9944.0,16.0,39000
11404,0,1,0,2003,7236.0,16.0,61000
11405,0,1,0,1997,4462.0,2.0,17000
11406,0,1,0,1996,6790.0,2.0,19500
11407,0,1,0,1998,7734.0,4.0,26500
11408,0,1,0,2004,6501.0,5.0,55000
11409,0,1,0,1991,11373.0,8.0,65000
11410,0,1,0,1995,8422.0,5.0,24500
11411,0,1,0,1990,2666.0,14.0,9000
11412,0,1,0,2002,421.0,1.0,12000
11413,0,1,0,2003,621.0,1.0,8500
11414,0,1,0,2004,1233.0,8.0,10000
11415,0,1,0,2006,833.0,1.0,27000
11416,0,0,0,1997,7228.0,12.0,29000
11417,0,0,0,1998,11011.0,16.0,19500
11418,0,1,0,2002,6837.0,15.0,36000
11419,0,1,0,2004,2877.0,2.0,24000
11420,0,1,0,2004,2348.0,2.0,21500
11421,0,1,0,1999,7505.0,6.0,19500
11422,0,1,0,2003,1121.0,8.0,12500
11423,0,1,0,2006,2664.0,16.0,109000
11424,0,1,0,2006,3750.0,16.0,105000
11425,0,1,0,2007,2085.0,9.0,55000
11426,0,1,0,2006,1736.0,4.0,53000
11427,0,1,0,2004,3531.0,5.0,68000
11428,0,1,0,2004,3622.0,2.0,30000
11429,0,1,0,2004,4790.0,13.0,63000
11430,0,1,0,2004,2917.0,10.0,39000
11431,0,1,0,1999,5833.0,2.0,79000
11432,0,1,0,2006,1246.0,2.0,120000
11433,0,1,0,2005,5292.0,5.0,64000
11434,1,0,0,2007,250.0,11.0,69000
11435,0,0,1,2006,2502.0,9.0,15000
11436,0,1,0,2004,2782.0,1.0,60500
11437,0,0,1,2005,2819.0,13.0,46000
11438,0,1,0,2004,4556.0,13.0,45000
11439,0,1,0,2007,1686.0,15.0,80000
11440,0,0,0,2005,4709.0,17.0,81000
11441,0,1,0,2006,1438.0,9.0,40500
11442,0,0,0,2002,3339.0,3.0,27500
11443,0,1,0,2005,910.0,1.0,30000
11444,0,0,1,2005,778.0,4.0,16000
11445,0,1,0,2006,2063.0,2.0,34000
11446,1,0,0,2006,1407.0,11.0,45000
11447,0,1,0,2005,1336.0,3.0,23000
11448,0,1,0,2003,4056.0,2.0,25000
11449,0,0,0,1997,5039.0,3.0,20500
11450,0,1,0,2003,3600.0,15.0,66000
11451,0,1,0,2001,6209.0,13.0,44000
11452,0,1,0,2002,6882.0,2.0,20500
11453,0,1,0,2005,1579.0,9.0,58000
11454,0,1,0,2005,4164.0,16.0,92000
11455,0,0,1,1996,3360.0,7.0,34500
11456,0,0,1,2002,6217.0,16.0,47000
11457,0,0,1,2001,1925.0,6.0,19500
11458,0,0,1,2000,5335.0,2.0,15000
11459,0,0,1,1995,30682.0,8.0,102000
11460,1,0,0,2001,2370.0,9.0,25000
11461,0,1,0,2005,4477.0,13.0,63000
11462,0,1,0,1998,12816.0,8.0,111000
11463,0,1,0,2006,1036.0,16.0,85000
11464,0,1,0,2006,177.0,4.0,25500
11465,0,0,0,1999,11441.0,13.0,18000
11466,0,0,1,1996,6147.0,2.0,13000
11467,0,1,0,2007,728.0,13.0,97000
11468,1,0,0,1999,15752.0,14.0,20000
11469,0,0,1,2005,970.0,1.0,23000
11470,0,0,1,2004,943.0,1.0,4750
11471,0,0,0,2004,1342.0,3.0,10000
11472,0,0,0,2004,902.0,7.0,12500
11473,0,0,0,2004,2518.0,13.0,47000
11474,0,0,0,2003,3285.0,2.0,32000
11475,0,0,0,2000,6860.0,3.0,27000
11476,0,0,0,2005,583.0,5.0,12000
11477,0,1,0,2006,4674.0,17.0,84000
11478,0,1,0,2005,1484.0,1.0,17000
11479,0,0,1,2006,1102.0,8.0,56000
11480,0,0,1,2005,3296.0,10.0,53000
11481,0,0,1,2005,3854.0,8.0,49000
11482,0,0,1,2005,3261.0,10.0,56000
11483,0,0,1,2005,3331.0,10.0,56000
11484,0,0,1,2005,2821.0,10.0,51000
11485,0,0,1,2004,3819.0,8.0,41000
11486,0,0,0,1999,9081.0,4.0,40000
11487,0,1,0,2005,1590.0,2.0,15000
11488,0,0,1,2006,502.0,5.0,10500
11489,0,0,1,2005,2197.0,10.0,41000
11490,0,1,0,2007,648.0,5.0,21000
11491,0,1,0,2006,3181.0,11.0,48000
11492,0,1,0,2007,1286.0,14.0,78000
11493,0,1,0,1996,10304.0,4.0,76000
11494,0,1,0,2000,8504.0,6.0,93000
11495,0,1,0,2003,6426.0,4.0,51000
11496,0,1,0,2004,3881.0,4.0,23500
11497,0,1,0,2005,2786.0,1.0,17000
11498,0,1,0,2005,3079.0,15.0,46000
11499,0,1,0,2006,2886.0,14.0,50000
11500,0,1,0,2006,2637.0,3.0,42000
11501,0,1,0,2006,2695.0,15.0,70000
11502,1,0,0,2005,1143.0,2.0,21500
11503,1,0,0,2005,755.0,9.0,11500
11504,0,1,0,2006,684.0,1.0,19000
11505,0,1,0,2006,3853.0,10.0,77000
11506,0,1,0,2007,3020.0,10.0,76000
11507,0,0,1,2004,1005.0,13.0,40000
11508,0,1,0,2004,11391.0,13.0,63000
11509,0,0,1,2004,1851.0,5.0,13500
11510,0,0,1,2005,984.0,3.0,33500
11511,0,0,1,2005,1753.0,7.0,24000
11512,0,0,1,2006,480.0,3.0,17000
11513,0,0,1,2006,655.0,3.0,15000
11514,0,1,0,2004,2002.0,6.0,12000
11515,0,0,1,2004,3163.0,5.0,14000
11516,0,1,0,2005,3553.0,13.0,49000
11517,0,1,0,2005,694.0,4.0,10000
11518,0,1,0,2006,743.0,4.0,9500
11519,0,1,0,2004,902.0,8.0,11500
11520,0,1,0,2005,1401.0,8.0,13000
11521,0,1,0,2005,1615.0,8.0,11000
11522,0,1,0,2006,1252.0,8.0,13000
11523,0,1,0,2002,1899.0,4.0,12000
11524,0,1,0,2004,1973.0,4.0,13500
11525,0,1,0,2004,2157.0,4.0,11500
11526,0,1,0,2004,1883.0,4.0,14000
11527,0,1,0,2005,1216.0,4.0,17000
11528,0,1,0,2003,2366.0,2.0,10000
11529,0,1,0,2003,1864.0,2.0,9500
11530,0,1,0,2007,656.0,2.0,13000
11531,0,1,0,2005,254.0,2.0,10500
11532,0,1,0,2005,479.0,3.0,13000
11533,0,1,0,2005,743.0,3.0,11500
11534,0,0,0,2005,119.0,3.0,16000
11535,0,0,0,2005,2028.0,13.0,45000
11536,0,0,0,2006,2822.0,11.0,36000
11537,0,0,0,2006,2956.0,10.0,25000
11538,0,0,0,2007,1214.0,11.0,45000
11539,0,0,1,2005,1602.0,1.0,6250
11540,0,1,0,2004,4439.0,15.0,71000
11541,0,1,0,2001,10317.0,15.0,45000
11542,0,1,0,2005,4396.0,16.0,77000
11543,0,1,0,2006,1836.0,2.0,38000
11544,0,0,1,2004,4226.0,13.0,45000
11545,0,0,1,1996,21403.0,12.0,76000
11546,0,0,1,1997,22539.0,15.0,50000
11547,0,1,0,2000,8169.0,11.0,48000
11548,0,1,0,2005,683.0,1.0,5000
11549,0,1,0,2004,1144.0,6.0,12000
11550,0,1,0,2004,996.0,6.0,11500
11551,0,0,1,1996,29631.0,16.0,45000
11552,0,0,0,2003,482.0,9.0,11500
11553,0,0,1,1996,1368.0,9.0,11500
11554,1,0,0,2003,947.0,3.0,22000
11555,0,0,0,2003,9999.0,17.0,38000
11556,1,0,0,2002,2611.0,6.0,7750
11557,1,0,0,2003,2364.0,1.0,12000
11558,0,1,0,2001,14411.0,12.0,44000
11559,1,0,0,1997,8997.0,12.0,17000
11560,0,0,0,1997,8077.0,1.0,11500
11561,0,0,0,1998,1141.0,6.0,7000
11562,0,0,0,2002,3761.0,4.0,5500
11563,0,0,0,2004,3571.0,5.0,5750
11564,0,1,0,2006,330.0,2.0,30000
11565,0,1,0,2006,508.0,13.0,74000
11566,0,1,0,2001,4960.0,9.0,20500
11567,0,0,1,1966,1064.0,8.0,18500
11568,0,1,0,1996,6110.0,3.0,13500
11569,0,0,1,2006,708.0,3.0,13500
11570,0,0,1,2002,2037.0,8.0,12000
11571,0,0,1,2005,1410.0,8.0,60000
11572,0,0,1,2004,2140.0,6.0,9500
11573,0,0,1,2004,2586.0,3.0,9000
11574,0,0,1,2005,1753.0,7.0,11000
11575,0,0,0,1997,4411.0,2.0,17000
11576,0,0,0,1995,7473.0,2.0,12500
11577,0,1,0,2006,53.0,3.0,41000
11578,0,0,0,2006,2107.0,13.0,41000
11579,0,0,1,2006,540.0,2.0,20500
11580,0,1,0,2004,1432.0,1.0,16500
11581,0,1,0,2005,4816.0,3.0,41000
11582,0,1,0,2004,3276.0,3.0,8500
11583,0,1,0,1998,8337.0,8.0,21500
11584,0,1,0,2002,1449.0,6.0,7000
11585,0,0,1,1994,24155.0,5.0,65000
11586,0,1,0,1997,2145.0,2.0,15000
11587,0,0,0,2002,9876.0,17.0,44000
11588,0,1,0,1996,9572.0,3.0,20500
11589,0,1,0,1998,4804.0,3.0,24500
11590,0,1,0,1999,14744.0,15.0,24000
11591,0,1,0,2006,761.0,7.0,13000
11592,0,1,0,2005,2967.0,3.0,10000
11593,0,1,0,1997,98.0,9.0,9000
11594,0,1,0,2000,956.0,9.0,11000
11595,0,1,0,2006,772.0,6.0,10500
11596,0,1,0,2006,246.0,7.0,17500
11597,0,1,0,2002,1295.0,2.0,9000
11598,0,1,0,2006,3008.0,13.0,69000
11599,0,1,0,2007,786.0,7.0,13000
11600,0,1,0,2005,1862.0,7.0,30000
11601,0,1,0,2006,2396.0,13.0,70000
11602,0,1,0,2006,571.0,7.0,11500
11603,0,1,0,2005,688.0,7.0,12000
11604,0,1,0,2005,948.0,2.0,10500
11605,0,1,0,2001,4163.0,5.0,60000
11606,0,0,1,2000,1929.0,4.0,45000
11607,0,0,1,1995,10939.0,10.0,44000
11608,0,1,0,2004,2254.0,10.0,37000
11609,0,0,0,1996,5356.0,1.0,12500
11610,0,0,0,1997,3870.0,3.0,9500
11611,0,0,0,2000,8668.0,16.0,46000
11612,0,0,0,2000,3652.0,6.0,7000
11613,0,0,0,2001,7173.0,3.0,26500
11614,0,0,0,2005,2694.0,7.0,13500
11615,0,0,0,2005,1729.0,5.0,9500
11616,0,0,0,1996,9553.0,3.0,11000
11617,0,0,0,2001,6522.0,2.0,22500
11618,0,0,0,2000,5256.0,4.0,57000
11619,0,0,0,2005,1311.0,5.0,11000
11620,0,0,0,1997,6557.0,5.0,4750
11621,1,0,0,2007,105.0,1.0,13500
11622,0,1,0,2006,366.0,1.0,8500
11623,0,0,1,2005,317.0,1.0,15000
11624,0,0,1,2006,1514.0,13.0,61000
11625,1,0,0,2001,3672.0,13.0,25000
11626,0,0,1,2006,1469.0,15.0,64000
11627,0,0,1,2005,3339.0,15.0,47000
11628,0,0,1,2005,4984.0,16.0,44000
11629,1,0,0,2005,2646.0,17.0,92000
11630,0,1,0,2007,2040.0,14.0,58000
11631,0,0,1,2005,2246.0,11.0,36000
11632,0,1,0,2007,1432.0,13.0,56000
11633,0,1,0,2005,90.0,7.0,18500
11634,0,1,0,2006,1419.0,7.0,10000
11635,0,1,0,2007,341.0,13.0,79000
11636,0,1,0,2007,127.0,13.0,80000
11637,0,1,0,2007,1833.0,16.0,92000
11638,0,1,0,2005,5986.0,17.0,61000
11639,0,1,0,2007,1288.0,15.0,105000
11640,0,1,0,2005,5724.0,17.0,68000
11641,0,0,1,2006,699.0,3.0,16000
11642,0,0,1,2001,1996.0,1.0,10500
11643,0,0,1,2006,462.0,5.0,9500
11644,0,0,0,2006,3140.0,13.0,47000
11645,0,0,1,1998,5587.0,2.0,19500
11646,0,1,0,2001,5126.0,4.0,101000
11647,0,0,1,2004,330.0,12.0,43000
11648,0,0,1,1999,16047.0,5.0,123000
11649,0,1,0,2004,194.0,2.0,20000
11650,0,0,1,1995,2456.0,4.0,63000
11651,0,0,0,2006,2104.0,9.0,15500
11652,0,0,0,2006,1749.0,9.0,16500
11653,0,0,0,2007,1644.0,9.0,17000
11654,0,0,0,2006,2762.0,9.0,14000
11655,0,0,0,2005,5322.0,11.0,39000
11656,0,0,0,2005,4895.0,15.0,56000
11657,0,0,0,2005,4566.0,15.0,56000
11658,0,0,0,2005,3647.0,15.0,60000
11659,0,0,1,2005,1058.0,3.0,18000
11660,0,1,0,2004,1714.0,2.0,30500
11661,0,1,0,2005,1996.0,6.0,21000
11662,0,0,0,2001,9496.0,5.0,42000
11663,0,0,1,2000,14112.0,4.0,86000
11664,0,1,0,1996,25835.0,14.0,33000
11665,0,1,0,2005,3295.0,4.0,137000
11666,0,0,1,2004,1548.0,8.0,12000
11667,0,1,0,2007,1061.0,13.0,67000
11668,0,1,0,2006,361.0,7.0,10000
11669,1,0,0,2003,5238.0,13.0,43000
11670,0,1,0,2003,8491.0,16.0,64000
11671,0,1,0,2006,1109.0,12.0,79000
11672,0,1,0,2006,3354.0,15.0,47000
11673,0,1,0,2002,851.0,3.0,38500
11674,0,1,0,2000,5318.0,2.0,12500
11675,0,1,0,2005,1579.0,8.0,13000
11676,0,1,0,2005,1083.0,8.0,13000
11677,0,1,0,2006,4008.0,11.0,54000
11678,0,1,0,2005,3026.0,3.0,33000
11679,0,1,0,2005,16.0,3.0,27000
11680,0,1,0,2004,10853.0,16.0,54000
11681,0,1,0,2005,2951.0,3.0,28000
11682,0,1,0,2005,3928.0,3.0,39000
11683,0,1,0,2006,4151.0,11.0,43000
11684,0,1,0,2006,1190.0,1.0,35500
11685,0,1,0,2006,1255.0,3.0,33000
11686,0,1,0,2006,1848.0,2.0,26000
11687,0,1,0,2006,3633.0,14.0,55000
11688,0,1,0,2006,3025.0,14.0,58000
11689,0,1,0,2004,1589.0,3.0,28500
11690,0,1,0,2003,1673.0,2.0,26000
11691,0,1,0,2006,4568.0,14.0,46000
11692,0,1,0,2006,983.0,3.0,38000
11693,0,1,0,2006,717.0,7.0,12000
11694,0,1,0,2004,5315.0,17.0,95000
11695,0,0,1,2000,3591.0,9.0,21000
11696,0,0,1,2004,2961.0,11.0,53000
11697,0,0,1,2004,3689.0,11.0,62000
11698,0,0,1,2007,89.0,1.0,11000
11699,0,1,0,2004,7085.0,11.0,35000
11700,0,1,0,2002,4191.0,3.0,19000
11701,0,1,0,1999,3868.0,3.0,20500
11702,0,1,0,1999,4812.0,13.0,46000
11703,0,0,1,2001,7180.0,13.0,95000
11704,0,1,0,2000,11531.0,13.0,25500
11705,0,0,1,2002,7600.0,17.0,47000
11706,0,0,1,2003,6260.0,13.0,51000
11707,0,0,1,2005,2863.0,13.0,41000
11708,0,1,0,2006,1097.0,1.0,31500
11709,0,0,0,2003,1375.0,3.0,8000
11710,0,1,0,2005,489.0,2.0,13500
11711,0,0,1,1999,8730.0,11.0,56000
11712,0,0,0,2001,2932.0,2.0,28500
11713,0,1,0,1997,60.0,16.0,41000
11714,0,0,0,1995,4995.0,2.0,14500
11715,0,1,0,2002,2326.0,4.0,8500
11716,1,0,0,2008,85.0,8.0,17000
11717,0,0,0,2000,9960.0,9.0,21000
11718,0,0,0,2000,9118.0,9.0,18000
11719,0,0,1,2006,140.0,1.0,21200
11720,0,0,1,1997,7542.0,2.0,18000
11721,0,0,1,2000,9213.0,2.0,20000
11722,0,0,1,2001,12520.0,11.0,48000
11723,0,0,1,2002,8493.0,16.0,30000
11724,0,0,1,2004,8287.0,17.0,61000
11725,0,0,1,1996,13624.0,4.0,68000
11726,0,0,1,2000,6809.0,2.0,20000
11727,0,0,1,2000,9575.0,2.0,19500
11728,0,0,1,2001,7651.0,10.0,31000
11729,0,0,1,2003,6910.0,17.0,59000
11730,0,0,1,2003,649.0,17.0,75000
11731,0,1,0,2005,4017.0,1.0,83000
11732,0,1,0,2004,3080.0,11.0,32000
11733,0,0,1,2005,1113.0,10.0,80000
11734,0,1,0,2003,2881.0,2.0,25500
11735,0,1,0,2005,2496.0,3.0,30000
11736,0,1,0,2005,2715.0,9.0,43000
11737,0,0,1,1999,13179.0,4.0,89500
11738,0,0,1,1998,10139.0,12.0,55000
11739,0,0,0,2005,1918.0,2.0,43000
11740,0,0,0,2006,3506.0,13.0,48000
11741,0,1,0,2006,1639.0,15.0,99000
11742,0,1,0,2005,4507.0,15.0,61000
11743,0,1,0,2007,643.0,13.0,66000
11744,0,1,0,2005,5566.0,17.0,76000
11745,0,0,1,2006,2170.0,13.0,69000
11746,0,0,1,2007,1473.0,10.0,59000
11747,0,0,1,1996,6530.0,8.0,27500
11748,0,0,1,1997,4567.0,2.0,20000
11749,0,0,1,1997,8786.0,13.0,36500
11750,0,0,1,1999,5239.0,9.0,23500
11751,0,1,0,2005,4584.0,13.0,44000
11752,0,1,0,2004,453.0,1.0,27500
11753,0,1,0,2005,1282.0,2.0,38000
11754,0,1,0,2004,4144.0,11.0,36000
11755,0,0,0,2006,3628.0,13.0,73000
11756,0,0,0,2002,11963.0,17.0,65000
11757,0,0,0,2004,8112.0,4.0,100000
11758,0,0,0,2004,7273.0,4.0,93000
11759,0,0,0,2000,12475.0,4.0,93000
11760,0,0,0,1996,3929.0,4.0,19500
11761,0,0,0,1998,2506.0,8.0,30500
11762,0,0,0,2000,6531.0,4.0,42000
11763,0,1,0,2006,1042.0,15.0,79000
11764,0,1,0,2007,247.0,2.0,39000
11765,0,1,0,2006,1324.0,7.0,33000
11766,0,1,0,1997,1975.0,4.0,9250
11767,0,1,0,2001,1610.0,1.0,8500
11768,0,1,0,2004,6412.0,3.0,32000
11769,1,0,0,1999,4361.0,5.0,5750
11770,1,0,0,1999,3053.0,5.0,8750
11771,0,0,1,2003,4212.0,5.0,12500
11772,0,0,1,2000,3259.0,2.0,8750
11773,0,0,1,2001,55.0,4.0,13500
11774,0,0,1,2000,3228.0,7.0,8000
11775,0,1,0,2005,2633.0,9.0,43000
11776,0,1,0,2005,3959.0,14.0,56000
11777,0,1,0,2004,3374.0,3.0,33000
11778,0,1,0,2006,2867.0,15.0,67000
11779,0,1,0,2004,4507.0,13.0,37000
11780,0,1,0,2006,1841.0,8.0,32000
11781,0,1,0,2005,709.0,8.0,37000
11782,0,1,0,2006,1717.0,1.0,24500
11783,0,0,1,2000,2661.0,6.0,7500
11784,0,1,0,2005,656.0,3.0,14000
11785,0,0,0,2006,4301.0,15.0,39000
11786,0,1,0,2004,3757.0,1.0,12000
11787,0,1,0,2004,5427.0,15.0,53000
11788,0,1,0,2006,2992.0,8.0,36000
11789,0,0,1,2006,2443.0,2.0,31000
11790,0,0,1,2007,593.0,2.0,39000
11791,0,0,1,2005,2910.0,3.0,38000
11792,0,0,1,2006,3906.0,15.0,71000
11793,0,0,1,2006,663.0,2.0,36000
11794,0,0,1,2006,1459.0,2.0,36000
11795,0,0,1,2005,1545.0,2.0,33000
11796,0,0,1,2007,420.0,2.0,37000
11797,0,0,1,2006,753.0,2.0,36000
11798,0,0,1,2006,781.0,2.0,37000
11799,0,0,1,2006,2295.0,2.0,38000
11800,0,0,1,2005,2073.0,2.0,29000
11801,0,0,1,2006,2233.0,2.0,31000
11802,0,1,0,2005,3630.0,13.0,69000
11803,0,1,0,2006,3540.0,15.0,86000
11804,0,1,0,2003,198.0,15.0,57000
11805,0,0,1,2001,8969.0,11.0,53000
11806,0,1,0,2006,1390.0,3.0,13500
11807,0,1,0,2005,2839.0,2.0,31000
11808,0,1,0,2000,5509.0,11.0,42000
11809,0,0,1,2006,2125.0,2.0,32000
11810,0,1,0,2004,5790.0,11.0,47000
11811,0,1,0,1998,8107.0,9.0,35000
11812,0,1,0,1996,4796.0,2.0,18000
11813,0,0,0,2000,7430.0,13.0,64000
11814,0,1,0,1999,8520.0,12.0,56000
11815,0,0,0,2006,131.0,5.0,15500
11816,0,0,0,2006,132.0,6.0,17000
11817,0,1,0,1999,3496.0,6.0,19000
11818,0,1,0,2005,2674.0,11.0,76000
11819,0,1,0,2006,3308.0,16.0,109000
11820,0,1,0,2006,2684.0,2.0,131000
11821,0,1,0,2006,1065.0,4.0,53000
11822,0,1,0,2004,6502.0,15.0,65000
11823,0,0,1,2006,1696.0,9.0,43000
11824,0,1,0,2005,4402.0,16.0,91000
11825,0,0,1,2006,2364.0,2.0,32000
11826,0,1,0,2007,2967.0,5.0,105000
11827,0,1,0,2004,7015.0,5.0,42000
11828,0,0,1,2004,2967.0,2.0,29000
11829,0,1,0,2001,9694.0,11.0,48000
11830,0,0,0,2001,1607.0,13.0,54000
11831,0,0,0,2006,1089.0,10.0,51000
11832,0,0,0,2006,1652.0,9.0,47000
11833,0,0,0,2005,4154.0,2.0,31000
11834,0,0,0,1997,3151.0,5.0,52000
11835,0,0,0,2002,8031.0,14.0,21000
11836,0,0,0,2005,11985.0,12.0,57000
11837,0,0,0,1999,17469.0,11.0,42000
11838,0,0,0,1989,1754.0,9.0,38000
11839,0,1,0,2005,1915.0,3.0,38000
11840,1,0,0,1995,5608.0,2.0,16000
11841,1,0,0,2001,4411.0,13.0,26500
11842,0,1,0,2007,3812.0,12.0,64000
11843,0,1,0,2007,2158.0,14.0,65000
11844,1,0,0,1999,8281.0,4.0,26000
11845,0,0,1,1999,8777.0,2.0,16500
11846,0,0,1,2002,7170.0,2.0,21000
11847,0,0,1,2003,3772.0,2.0,26000
11848,0,0,1,1996,4074.0,5.0,4750
11849,0,0,1,1997,12717.0,2.0,17500
11850,0,1,0,2007,527.0,2.0,17500
11851,0,1,0,2007,111.0,2.0,16500
11852,0,1,0,2007,622.0,2.0,19000
11853,0,0,0,1999,4618.0,7.0,8500
11854,0,0,0,1996,8251.0,3.0,15500
11855,0,0,0,2001,4147.0,7.0,10000
11856,0,0,0,2003,3266.0,7.0,9000
11857,0,0,0,1999,3454.0,6.0,7750
11858,0,1,0,2001,17135.0,10.0,26000
11859,0,1,0,2006,1285.0,11.0,48000
11860,0,1,0,2007,296.0,8.0,15000
11861,0,1,0,2006,218.0,2.0,14000
11862,0,1,0,2000,9953.0,17.0,23000
11863,0,0,1,2002,7219.0,17.0,25000
11864,1,0,0,1999,1981.0,5.0,6000
11865,0,1,0,2005,3152.0,17.0,13500
11866,1,0,0,2007,837.0,5.0,11000
11867,0,1,0,2007,285.0,5.0,11500
11868,0,1,0,2006,283.0,5.0,11500
11869,0,0,0,2005,2648.0,16.0,65000
11870,0,1,0,2005,4129.0,13.0,84000
11871,0,1,0,2003,5782.0,9.0,52000
11872,0,1,0,1998,5171.0,1.0,19000
11873,1,0,0,1996,27797.0,16.0,21000
11874,0,0,1,2004,4597.0,4.0,47000
11875,0,1,0,2002,1899.0,3.0,9500
11876,0,1,0,2005,1836.0,16.0,71000
11877,0,1,0,2006,1878.0,16.0,60000
11878,0,1,0,2006,1709.0,16.0,69000
11879,0,1,0,2005,3413.0,16.0,56000
11880,0,1,0,2006,2560.0,12.0,71000
11881,0,1,0,2001,8168.0,8.0,22000
11882,0,1,0,2003,4542.0,7.0,20500
11883,0,1,0,2004,5131.0,7.0,21000
11884,0,1,0,2004,3961.0,7.0,23000
11885,0,1,0,2005,2622.0,8.0,30000
11886,0,1,0,2005,1670.0,8.0,29000
11887,0,1,0,2004,3331.0,8.0,30000
11888,0,1,0,1996,6524.0,3.0,56000
11889,0,1,0,2002,4369.0,1.0,61000
11890,0,0,1,2005,3268.0,3.0,16000
11891,0,1,0,1998,16221.0,10.0,34000
11892,0,1,0,1998,13050.0,11.0,49000
11893,0,1,0,2001,2356.0,6.0,7000
11894,0,0,1,2005,847.0,1.0,8500
11895,0,0,0,2006,423.0,9.0,17000
11896,0,0,1,2004,3784.0,11.0,33000
11897,0,1,0,1997,4219.0,3.0,20500
11898,0,1,0,2000,6419.0,13.0,60000
11899,0,1,0,2004,3289.0,2.0,21500
11900,0,1,0,2004,3065.0,2.0,21500
11901,0,1,0,1999,1460.0,15.0,71000
11902,0,1,0,1999,37277.0,15.0,42000
11903,0,1,0,2002,6704.0,10.0,45000
11904,0,1,0,2005,7360.0,13.0,28000
11905,0,0,1,2001,14679.0,8.0,23000
11906,0,0,0,1997,19129.0,17.0,29000
11907,0,0,0,1998,18328.0,17.0,34000
11908,0,0,0,2005,6916.0,11.0,49000
11909,0,1,0,2007,2401.0,14.0,60000
11910,0,1,0,2005,4411.0,13.0,38000
11911,0,1,0,2000,4932.0,2.0,18500
11912,0,1,0,2000,4888.0,2.0,18500
11913,0,1,0,1996,8874.0,8.0,25000
11914,0,1,0,2003,2323.0,7.0,6500
11915,0,1,0,2006,4778.0,6.0,122000
11916,0,1,0,1997,14351.0,4.0,74000
11917,0,1,0,1996,5556.0,1.0,55000
11918,0,0,0,1998,5080.0,2.0,20000
11919,0,0,0,1997,4523.0,4.0,30500
11920,0,0,0,2003,3430.0,14.0,75000
11921,0,0,1,2005,1414.0,2.0,32000
11922,0,0,1,2005,2705.0,10.0,49000
11923,0,0,1,1999,13031.0,4.0,79000
11924,0,0,1,2002,4348.0,4.0,88000
11925,0,0,1,2002,8317.0,4.0,89000
11926,0,0,1,1996,10830.0,4.0,76000
11927,0,0,1,1998,8575.0,3.0,75000
11928,0,0,1,2001,7026.0,3.0,76000
11929,0,0,1,1998,10452.0,3.0,69000
11930,0,0,1,2005,334.0,10.0,54000
11931,0,0,1,2005,2791.0,13.0,79000
11932,0,0,1,2005,2680.0,13.0,76000
11933,0,0,1,2002,3656.0,13.0,45000
11934,0,0,1,2005,2729.0,2.0,32000
11935,0,0,1,2005,2222.0,6.0,110000
11936,0,0,1,2005,2319.0,10.0,60000
11937,0,0,1,2005,2239.0,10.0,57000
11938,0,0,1,2005,2540.0,13.0,72000
11939,0,0,1,2005,2589.0,13.0,73000
11940,0,0,1,2005,2528.0,13.0,70000
11941,0,0,1,2002,2469.0,2.0,29000
11942,0,0,1,2005,2555.0,13.0,68000
11943,0,1,0,2005,3060.0,13.0,81000
11944,0,1,0,2005,2827.0,10.0,52000
11945,0,1,0,2005,2767.0,4.0,57000
11946,0,1,0,2005,1774.0,3.0,46000
11947,0,0,1,2005,1827.0,3.0,51000
11948,0,0,1,1999,7217.0,4.0,73000
11949,0,0,1,2005,4560.0,3.0,110000
11950,0,0,1,2005,2626.0,3.0,125000
11951,0,0,1,2005,2932.0,10.0,51000
11952,0,0,1,2005,3303.0,11.0,45000
11953,0,0,1,2005,2393.0,2.0,33000
